;mass A;;
t;x;y;
0.000;-33.23;675.5
0.033;-31.79;675.1
0.067;-25.66;673.3
0.100;-12.94;671.1
0.133;0.187;668.3
0.167;17.91;664.2
0.200;38.79;659.3
0.233;63.33;653.6
0.267;93.48;647.3
0.300;125.5;639.7
0.333;163.0;631.2
0.367;204.4;622.4
0.400;250.0;611.3
0.433;300.1;598.0
0.467;353.8;582.8
0.500;414.8;566.9
0.533;477.9;539.2
0.567;550.3;508.0
0.600;620.3;473.0
0.633;706.3;438.0
0.667;798.3;403.0
0.700;896.3;371.0
0.733;999.3;347.0
0.767;1.112E3;326.0
0.800;1.227E3;322.0
0.833;1.331E3;326.0
0.867;1.451E3;345.0
0.900;1.556E3;365.0
0.933;1.654E3;390.0
0.967;1.748E3;419.0
1.000;1.836E3;439.0
1.033;1.923E3;455.0
1.067;2.010E3;468.0
1.100;2.098E3;473.0
1.133;2.180E3;471.0
1.167;2.263E3;461.0
1.200;2.349E3;447.0
1.233;2.442E3;433.0
1.267;2.529E3;415.0
1.300;2.629E3;393.0
1.333;2.733E3;380.0
1.367;2.840E3;365.0
1.400;2.945E3;373.0
1.433;3.048E3;390.0
1.467;3.139E3;410.0
1.500;3.226E3;436.0
1.533;3.309E3;465.0
1.567;3.382E3;501.4
1.600;3.450E3;526.4
