;mass A;;
t;x;y;
0.000;-39.00;664.4
0.033;-30.17;662.8
0.067;-19.19;660.3
0.100;-2.709;656.9
0.133;19.45;653.0
0.167;45.57;648.1
0.200;71.99;642.1
0.233;100.7;634.7
0.267;134.3;627.3
0.300;172.4;618.2
0.333;214.7;608.7
0.367;260.7;596.6
0.400;311.2;581.8
0.433;367.3;565.2
0.467;427.5;544.2
0.500;492.7;516.8
0.533;564.9;483.7
0.567;643.5;447.7
0.600;732.2;410.7
0.633;824.2;374.8
0.667;928.6;350.1
0.700;1.035E3;327.6
0.733;1.149E3;311.9
0.767;1.259E3;317.5
0.800;1.370E3;327.6
0.833;1.481E3;344.4
0.867;1.581E3;365.8
0.900;1.681E3;390.5
0.933;1.773E3;415.2
0.967;1.860E3;438.7
1.000;1.946E3;454.5
1.033;2.029E3;461.2
1.067;2.113E3;464.6
1.100;2.197E3;461.2
1.133;2.281E3;453.3
1.167;2.370E3;436.5
1.200;2.461E3;421.9
1.233;2.555E3;402.8
1.267;2.654E3;381.5
1.300;2.759E3;364.6
1.333;2.865E3;361.3
1.367;2.964E3;368.0
1.400;3.064E3;383.7
1.433;3.157E3;409.6
1.467;3.242E3;438.7
1.500;3.325E3;472.3
