;mass A;;
t;x;y;
0.000;-36.69;655.2
0.033;-29.07;653.9
0.067;-18.72;651.5
0.100;-2.825;648.0
0.133;17.09;644.3
0.167;41.19;638.9
0.200;67.38;633.2
0.233;98.19;626.2
0.267;133.5;619.2
0.300;172.6;610.9
0.333;212.3;601.5
0.367;257.1;590.2
0.400;306.2;576.5
0.433;360.3;560.0
0.467;420.8;543.5
0.500;482.9;515.0
0.533;551.8;480.8
0.567;628.1;442.7
0.600;711.2;410.1
0.633;804.4;377.5
0.667;908.8;346.1
0.700;1.017E3;318.0
0.733;1.125E3;299.0
0.767;1.235E3;299.0
0.800;1.351E3;311.3
0.833;1.462E3;327.0
0.867;1.567E3;348.4
0.900;1.665E3;373.1
0.933;1.760E3;400.0
0.967;1.853E3;420.2
1.000;1.939E3;439.3
1.033;2.024E3;447.2
1.067;2.104E3;450.5
1.100;2.192E3;447.2
1.133;2.281E3;442.7
1.167;2.367E3;424.7
1.200;2.457E3;410.1
1.233;2.551E3;392.1
1.267;2.653E3;369.7
1.300;2.753E3;356.2
1.333;2.862E3;346.1
1.367;2.969E3;354.0
1.400;3.067E3;371.9
1.433;3.161E3;395.5
1.467;3.247E3;423.6
1.500;3.330E3;461.3
