;mass A;;
t;x;y;
0.000;-21.43;660.4
0.033;-18.74;659.8
0.067;-11.17;657.2
0.100;1.385;655.0
0.133;17.82;651.3
0.167;37.50;647.1
0.200;60.88;641.3
0.233;86.35;635.6
0.267;115.5;628.7
0.300;148.5;621.6
0.333;187.7;613.2
0.367;229.8;604.0
0.400;275.3;592.6
0.433;325.3;578.9
0.467;380.2;562.7
0.500;441.9;544.6
0.533;502.9;517.3
0.567;572.9;487.0
0.600;647.3;454.0
0.633;730.6;416.2
0.667;823.1;377.2
0.700;922.1;345.7
0.733;1.028E3;320.2
0.767;1.141E3;305.7
0.800;1.253E3;304.2
0.833;1.365E3;311.2
0.867;1.475E3;326.7
0.900;1.578E3;346.2
0.933;1.679E3;375.2
0.967;1.772E3;399.2
1.000;1.859E3;421.4
1.033;1.946E3;440.3
1.067;2.027E3;451.3
1.100;2.110E3;454.6
1.133;2.193E3;452.4
1.167;2.277E3;445.5
1.200;2.365E3;430.7
1.233;2.456E3;414.2
1.267;2.547E3;395.6
1.300;2.643E3;375.1
1.333;2.745E3;356.7
1.367;2.847E3;346.2
1.400;2.952E3;346.2
1.433;3.050E3;363.0
1.467;3.143E3;387.1
1.500;3.229E3;414.7
1.533;3.307E3;441.2
