;mass A;;
t;x;y;
0.000;-31.37;655.5
0.033;-31.11;655.6
0.067;-24.89;653.9
0.100;-15.41;651.7
0.133;8.847E-2;648.5
0.167;19.13;644.6
0.200;41.09;639.5
0.233;65.24;633.9
0.267;95.57;627.5
0.300;127.2;620.7
0.333;164.0;612.5
0.367;205.0;603.3
0.400;249.3;592.9
0.433;298.0;579.6
0.467;351.9;564.6
0.500;411.9;549.4
0.533;473.8;522.8
0.567;540.4;493.2
0.600;613.3;461.4
0.633;695.1;424.0
0.667;787.1;384.0
0.700;883.1;350.0
0.733;987.1;325.0
0.767;1.095E3;309.0
0.800;1.208E3;302.0
0.833;1.323E3;306.0
0.867;1.433E3;318.0
0.900;1.539E3;339.0
0.933;1.638E3;367.0
0.967;1.734E3;389.0
1.000;1.820E3;413.1
1.033;1.906E3;436.2
1.067;1.987E3;447.4
1.100;2.069E3;452.9
1.133;2.152E3;452.8
1.167;2.235E3;447.9
1.200;2.323E3;435.0
1.233;2.407E3;421.6
1.267;2.496E3;403.2
1.300;2.589E3;383.7
1.333;2.686E3;364.9
1.367;2.784E3;352.0
1.400;2.890E3;347.5
1.433;2.989E3;357.3
1.467;3.088E3;375.8
1.500;3.180E3;401.1
1.533;3.264E3;428.0
1.567;3.339E3;464.0
1.600;3.418E3;478.0
