;mass A;;
t;x;y;
0.000;-34.47;670.9
0.033;-34.23;670.9
0.067;-28.65;669.4
0.100;-20.20;667.4
0.133;-8.368;664.3
0.167;10.89;660.8
0.200;33.23;656.9
0.233;55.94;650.9
0.267;83.47;645.1
0.300;112.9;638.0
0.333;147.7;630.2
0.367;187.2;622.2
0.400;229.2;611.7
0.433;276.3;600.1
0.467;327.6;585.3
0.500;383.7;567.8
0.533;444.0;546.2
0.567;514.7;515.5
0.600;586.7;480.6
0.633;662.8;447.7
0.667;748.8;412.8
0.700;845.9;379.9
0.733;954.9;346.0
0.767;1.058E3;329.2
0.800;1.175E3;320.3
0.833;1.289E3;320.4
0.867;1.398E3;332.5
0.900;1.505E3;354.6
0.933;1.611E3;374.8
0.967;1.708E3;401.9
1.000;1.802E3;425.0
1.033;1.888E3;448.1
1.067;1.973E3;459.2
1.100;2.059E3;469.3
1.133;2.143E3;469.4
1.167;2.227E3;465.4
1.200;2.314E3;454.5
1.233;2.405E3;435.6
1.267;2.497E3;423.7
1.300;2.588E3;401.8
1.333;2.690E3;386.0
1.367;2.796E3;368.1
1.400;2.902E3;365.2
1.433;3.003E3;377.3
1.467;3.103E3;398.4
1.500;3.194E3;424.5
1.533;3.282E3;452.6
1.567;3.358E3;490.8
